Point_ID,Visit_Date,Transport_Type,Veg_Code,Veg_Code_Name,Overall_Veg_Cover,Overall_Canopy_Height,Percentage_Tree,Percentage_Shrub,Percentage_Herb,Canopy_Tree,Canopy_Shrub,Canopy_Herb,Cattail,Exotics,Cell_Shape,Notes,decimalLongitude,decimalLatitude
AA30094,2/17/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,80,2,0,85,15,0,2,1,none,,50m x 50m grid cell,Found 15perc ONWo. Only 12% herb cover. Scrub based on height.,-80.95720597,25.35056575
AA30090,2/17/2012 0:00,helicopter,CMrD,Red Mangrove Scrub-Dominant,90,2,0,90,10,0,2,2,none,,50m x 50m grid cell,Only 9% herb cover,-80.95174335,25.34198492
AA30091,2/17/2012 0:00,helicopter,CMXlr,White Mangrove-Red Mangrove Scrub,100,2,10,90,0,7,2,0,none,,50m x 50m grid cell,Went with scrub based on height,-80.97062378,25.34560217
AA30089,2/17/2012 0:00,helicopter,CMlO,White Mangrove Scrub-Open Marsh,90,2,10,75,15,5,2,1,none,,50m x 50m grid cell,Went with scrub based on height. Herb cover 13.5%,-81.01385287,25.34154064
AA30079,2/17/2012 0:00,helicopter,SMXlr,White Mangrove-Red Mangrove Shrubland,100,3,30,55,15,8,3,1,none,,50m x 50m grid cell,SMXlr acceptable. No WMl or WMX class. Rhiman 42% of entire cell and lagrac 32%,-81.01981368,25.33115468
AA30075,2/17/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,100,3,0,100,0,0,3,0,none,,50m x 50m grid cell,Found 15perc old dead snags.,-80.95224696,25.32482679
AA30066,2/17/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,100,3,25,75,0,8,3,0,none,,50m x 50m grid cell,Found 30perc ONWo. Shrubland with some emergent trees,-80.95920648,25.3121859
AA30063,2/17/2012 0:00,helicopter,FMr,Red Mangrove Forest,100,10,60,40,0,10,4,0,none,,50m x 50m grid cell,,-80.96467196,25.30812349
AA30057,2/17/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,100,4,20,50,30,8,4,1,none,,50m x 50m grid cell,Shrubland with some emergent trees,-80.96417841,25.2972865
AA30186,2/17/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,90,4,30,70,0,8,4,0,none,,50m x 50m grid cell,SMr acceptable.,-81.00987308,25.2823898
AA30180,2/17/2012 0:00,helicopter,ONW,Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,,-81.01086582,25.27651974
AA30206,3/1/2012 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,85,12,80,10,10,12,2,1,none,,50m x 50m grid cell,,-80.95429923,25.15098453
AA30209,3/1/2012 0:00,helicopter,WMaS,Black Mangrove Woodland-Succulent Marsh,100,10,40,20,40,10,3,1,none,,50m x 50m grid cell,,-80.93197197,25.15594295
AA30213,3/1/2012 0:00,helicopter,FMa,Black Mangrove Forest,95,8,85,10,5,8,2,1,none,,50m x 50m grid cell,,-80.90517731,25.16134675
AA30235,3/1/2012 0:00,helicopter,SMXac,Black Mangrove-Buttonwood Shrubland,95,10,30,60,10,10,3,1,none,,50m x 50m grid cell,Shrubland with some emergent trees.,-80.86991869,25.19202491
AA30237,3/1/2012 0:00,helicopter,FMc,Buttonwood Forest,100,12,60,39,1,12,4,1,none,,50m x 50m grid cell,,-80.88678962,25.19429649
AA30228,3/1/2012 0:00,helicopter,ONW,Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,,-80.93344734,25.17987546
AA30233,3/1/2012 0:00,helicopter,SMc,Buttonwood Shrubland,100,10,30,60,10,10,4,2,none,,50m x 50m grid cell,Shrubland with some emergent trees.,-80.93641668,25.19522923
AA30245,3/1/2012 0:00,helicopter,CMXcrO,Buttonwood-Red Mangrove Scrub-Open Marsh,65,2,0,80,20,0,2,2,none,,50m x 50m grid cell,Shrub heights overestimated. Some conere shrubs are taller to 4m.,-80.93641292,25.20245391
AA30119,3/1/2012 0:00,helicopter,SMXcr,Buttonwood-Red Mangrove Shrubland,90,8,20,70,10,8,3,1,none,,50m x 50m grid cell,Shrubland with some emergent trees,-80.94137428,25.2060683
AA30125,3/1/2012 0:00,helicopter,CMXcrGc,Buttonwood-Red Mangrove Scrub-Sawgrass Marsh,75,4,0,40,60,0,4,2,none,,50m x 50m grid cell,,-80.90712388,25.21146925
AA30121,3/1/2012 0:00,helicopter,CMcGc,Buttonwood Scrub-Sawgrass Marsh,100,8,10,45,45,8,4,2,none,,50m x 50m grid cell,Schinus cover 9%.,-80.87088884,25.21324821
AA30131,3/1/2012 0:00,helicopter,CSBGc,Bayhead Swamp Scrub-Sawgrass Marsh,95,3,0,35,65,0,3,2,none,,50m x 50m grid cell,,-80.86988941,25.2195689
AA30136,3/1/2012 0:00,helicopter,CMrGe,Red Mangrove Scrub-Spikerush Marsh,70,2,0,50,50,0,2,1,none,,50m x 50m grid cell,,-80.87435031,25.22589433
AA30138,3/1/2012 0:00,helicopter,CSBTGc,Transitional Bayhead Swamp Scrub-Sawgrass Marsh,95,3,0,30,70,0,3,1,below threshold,,50m x 50m grid cell,No photo of datasheet taken. Trace of lygmic present,-80.86789366,25.22904948
AA30140,3/1/2012 0:00,helicopter,CSBTGc,Transitional Bayhead Swamp Scrub-Sawgrass Marsh,90,3,0,30,70,0,3,2,below threshold,,50m x 50m grid cell,There is a trace of lygmic in cell.,-80.86739627,25.22995211
AA30139,3/1/2012 0:00,helicopter,CMcGc,Buttonwood Scrub-Sawgrass Marsh,95,3,0,25,75,0,3,2,none,,50m x 50m grid cell,There is 2% schter cover within cell.,-80.89023155,25.22997084
AA30135,3/1/2012 0:00,helicopter,CMcGc,Buttonwood Scrub-Sawgrass Marsh,80,3,0,30,70,0,3,2,none,,50m x 50m grid cell,,-80.89569564,25.22591093
AA30155,3/1/2012 0:00,helicopter,FMXcr,Buttonwood-Red Mangrove Forest,90,7,75,20,5,7,3,1,none,,50m x 50m grid cell,FMX acceptable.,-80.92695556,25.24850669
AA30157,3/1/2012 0:00,helicopter,SMXcr,Buttonwood-Red Mangrove Shrubland,80,6,20,70,10,6,4,1,none,,50m x 50m grid cell,Shrubland with some emergent trees,-80.8812767,25.24983165
AA30165,3/6/2012 0:00,helicopter,ONW,Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,,-80.86885499,25.25840037
AA30167,3/6/2012 0:00,helicopter,FSBT,Transitional Bayhead Forest,100,10,65,30,5,10,3,1,none,,50m x 50m grid cell,Found 50perc ONWo. Split cell. Classified vegetation on land.,-80.87729563,25.25885916
AA30170,3/6/2012 0:00,helicopter,CMrD,Red Mangrove Scrub-Dominant,90,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Clajam cover is 18%,-80.90807685,25.2643
AA30172,3/6/2012 0:00,helicopter,CMrD,Red Mangrove Scrub-Dominant,90,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Split cell with 50perc ONWo. Classified the land. Only 9% junroe cover.,-80.92247535,25.26701749
AA30173,3/6/2012 0:00,helicopter,ONW,Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,,-80.92694394,25.26792284
AA30174,3/6/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,90,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Split cell with 50perc ONWo. Classified the land. Only 9% herb cover.,-80.91601714,25.2710778
AA30179,3/6/2012 0:00,helicopter,ONW,Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,Found 90perc ONWo. Land has rhiman junroe.,-80.90955883,25.27468628
AA30176,3/6/2012 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,60,2,0,70,30,0,2,1,none,,50m x 50m grid cell,Found 40perc ONWo.,-80.9031048,25.2724245
AA30187,3/6/2012 0:00,helicopter,CMrD,Red Mangrove Scrub-Dominant,90,2,0,80,20,0,2,1,none,,50m x 50m grid cell,,-80.88869333,25.28370276
AA30188,3/6/2012 0:00,helicopter,ONW,Water,100,8,20,60,20,8,3,1,none,,50m x 50m grid cell,Found 65perc ONWo. Classified ONWo but recorded vegetation data for land.,-80.86932155,25.28639609
AA30190,3/6/2012 0:00,helicopter,ONW,Water,100,4,0,90,10,0,4,1,none,,50m x 50m grid cell,Found 75perc ONWo. Classified ONWo but recorded vegetation data for land.,-80.88620298,25.29137698
AA30183,3/6/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,90,3,30,70,0,6,3,0,none,,50m x 50m grid cell,Shrubland with some emergent trees.,-80.95524538,25.27696489
AA30189,3/6/2012 0:00,helicopter,CMrD,Red Mangrove Scrub-Dominant,100,2,5,95,0,5,2,0,none,,50m x 50m grid cell,,-80.93686585,25.28644046
AA30192,3/6/2012 0:00,helicopter,CMrD,Red Mangrove Scrub-Dominant,90,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Only 9% herb cover,-80.92643158,25.29411175
AA30059,3/6/2012 0:00,helicopter,ONW,Water,90,2,0,95,5,0,2,1,none,,50m x 50m grid cell,Found 60perc ONWo. Classified ONWo but recorded vegetation data for land.,-80.93288296,25.30404862
AA30069,3/6/2012 0:00,helicopter,CMrD,Red Mangrove Scrub-Dominant,90,2,0,100,0,0,2,0,none,,50m x 50m grid cell,Split cell with 50perc ONWo. Classified the land.,-80.93734765,25.31533897
AA30044,2/16/2012 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,100,2,0,15,85,0,2,2,none,,50m x 50m grid cell,White mangrove cover overestimated,-81.00242654,25.43094442
AA30040,2/16/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,100,6,20,70,10,6,4,2,none,,50m x 50m grid cell,Mostly mangrove shrubs classified. Split cell.,-80.99248225,25.42236521
AA30042,2/16/2012 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,100,8,30,65,5,8,4,2,none,,50m x 50m grid cell,Some water 20perc. Not a bayhead.,-80.98253794,25.42371895
AA30046,2/16/2012 0:00,helicopter,ONW,Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,No vegetation. Could be a creek or ONWo,-80.97806206,25.42913669
AA30041,2/16/2012 0:00,helicopter,ONW,Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,No vegetation. Could be a creek or ONWo,-80.97159951,25.42281418
AA30045,2/16/2012 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,100,7,20,60,20,7,4,2,none,,50m x 50m grid cell,No photo of datasheet taken. Schter 6% overall cover,-80.96016226,25.42732681
AA30049,2/16/2012 0:00,helicopter,ONW,Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,No vegetation. May be creek or ONWo,-80.95866873,25.43274474
AA30043,2/16/2012 0:00,helicopter,FSB,Bayhead Forest,100,10,50,45,5,10,4,1,none,,50m x 50m grid cell,,-80.94723576,25.42416204
AA30027,2/16/2012 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,95,2,0,15,85,0,2,1.5,none,,50m x 50m grid cell,Shrub cover overestimated. Only 10% cover for shrubs.,-80.95121946,25.40926296
AA30026,2/16/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,100,8,15,65,20,8,4,2,none,,50m x 50m grid cell,Greater than 20% difference between rhiman and lagrac,-80.96215722,25.40791159
AA30024,2/16/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,90,3,5,65,30,7,3,1,none,,50m x 50m grid cell,Not enough bayhead species,-80.98254048,25.40610931
AA30025,2/16/2012 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,60,3,0,80,20,0,3,2,none,,50m x 50m grid cell,48% shrub cover and 12% herb cover,-81.00093463,25.4070134
AA30081,2/3/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,90,2,0,90,10,0,2,1,,,50m x 50m grid cell,Understory 9perc graminoid clajam dominant.,-80.93137753,25.33114003
AA30087,2/3/2012 0:00,helicopter,ONWr,River,15,3,0,90,10,0,3,2,,,50m x 50m grid cell,Mostly open water.,-80.92292624,25.33926346
AA30086,2/3/2012 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,90,2,0,80,20,0,2,1,,,50m x 50m grid cell,,-80.9154742,25.33790478
AA30082,2/3/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,100,2,0,90,10,0,2,1,none,,50m x 50m grid cell,,-80.91547766,25.3329379
AA30070,2/3/2012 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,90,2,0,70,30,0,2,1,,,50m x 50m grid cell,,-80.89760019,25.32254128
AA30071,2/3/2012 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,60,3,0,60,40,0,3,2,,,50m x 50m grid cell,,-80.89014906,25.32163284
AA30074,2/3/2012 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,65,3,0,70,30,0,3,2,,,50m x 50m grid cell,,-80.8886562,25.32434093
AA30072,2/3/2012 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,60,2,0,70,30,0,2,1,,,50m x 50m grid cell,Found 60perc vegetation.,-80.88219819,25.32388438
AA30077,2/3/2012 0:00,helicopter,SMc,Buttonwood Shrubland,80,6,40,50,10,6,4,1,,,50m x 50m grid cell,shrubland with some emergent trees,-80.8717587,25.33019714
AA30083,2/3/2012 0:00,helicopter,CMcGc,Buttonwood Scrub-Sawgrass Marsh,90,3,0,40,60,0,3,2,,,50m x 50m grid cell,11% bayhead species in entire cell,-80.87473688,25.3329089
AA30093,2/3/2012 0:00,helicopter,CSmGc,Wax Myrtle Scrub-Sawgrass Marsh,100,3,0,20,80,0,3,2,MFGtS,,50m x 50m grid cell,CSW and CSWGc acceptable. There is 20% typha cover in cell.,-80.87124515,25.34600035
AA30096,2/3/2012 0:00,helicopter,SSBT,Transitional Bayhead Shrubland,70,3,5,75,20,6,3,2,,,50m x 50m grid cell,CSBT also acceptable based on a height of 2m.,-80.91894169,25.35371039
AA30097,2/3/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,90,3,0,80,20,0,3,2,,,50m x 50m grid cell,,-80.90502747,25.3541536
AA30102,2/3/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,70,3,0,70,30,0,3,1,,,50m x 50m grid cell,Borderline SSBT. Sawgrass overestimated,-80.90253668,25.36182803
AA30107,2/3/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,65,3,0,80,20,0,3,1,,,50m x 50m grid cell,,-80.89010705,25.36814072
AA30104,2/16/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,80,3,0,90,10,0,3,1,,,50m x 50m grid cell,,-80.87868051,25.36406796
AA30004,2/16/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,95,4,0,45,55,0,4,2,none,,50m x 50m grid cell,"Percentages are for the entire cell. Two habitats, SMr and sawgrass at either end. Density of rhiman and their height make this a SMr.",-80.87567699,25.38528741
AA30003,2/16/2012 0:00,helicopter,CMrGc,Red Mangrove Scrub-Sawgrass Marsh,70,1.5,0,20,80,0,2,1,none,,50m x 50m grid cell,Marly periphyton.,-80.88661215,25.38529625
AA30116,2/16/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Only 6% herb cover,-80.89009479,25.38168664
AA30009,2/16/2012 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,30,2,0,25,75,0,2,1,below threshold,,50m x 50m grid cell,,-80.91494291,25.38712148
AA30117,2/16/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,40,2,0,80,20,0,2,1,none,,50m x 50m grid cell,Only 8% herb cover,-80.89754808,25.38440121
AA30111,2/16/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,2,0,90,10,0,2,1,none,,50m x 50m grid cell,only 6% herb cover,-80.90749663,25.37447412
AA30108,2/16/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,60,2,0,90,10,0,2,2,,,50m x 50m grid cell,only 6% herb cover,-80.91644621,25.36951262
AA30103,2/16/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2.5,0,80,20,0,2.5,2,none,,50m x 50m grid cell,Only 10% herb cover,-80.92887383,25.3645523
AA30106,2/16/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Only 5% herb cover,-80.92738104,25.36771229
AA30114,2/16/2012 0:00,helicopter,CMrO,Red Mangrove Scrub-Open Marsh,50,2,0,90,10,0,2,1,none,,50m x 50m grid cell,Filamentous green algae present. Only 5% herb cover,-80.92041709,25.37719086
AA30016,2/16/2012 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,90,1.5,0,0,100,0,0,1.5,none,,50m x 50m grid cell,,-80.89256599,25.39749203
AA30019,2/16/2012 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,100,1.5,0,0,100,0,0,1.5,none,,50m x 50m grid cell,,-80.87765064,25.39973803
AA30022,2/16/2012 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,95,1.5,0,0,100,0,0,1.5,none,,50m x 50m grid cell,,-80.87416617,25.40425038
AA30021,2/16/2012 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,95,1.5,0,0,100,0,0,1.5,none,,50m x 50m grid cell,,-80.88212026,25.40425697
AA30028,2/16/2012 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,100,1.5,0,0,100,0,0,1.5,none,,50m x 50m grid cell,No photo of datasheet taken.,-80.87614824,25.41057347
AA30029,2/16/2012 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,80,1.5,0,0,100,0,0,1.5,none,,50m x 50m grid cell,Found 60perc clajam 40perc MFGe. Many sweaters.,-80.8686909,25.410567
AA30032,2/16/2012 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,100,1.5,0,0,100,0,0,1.5,MFGtS,,50m x 50m grid cell,,-80.86918611,25.41237356
AA30031,2/16/2012 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,80,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.9189028,25.41195786
AA30039,2/16/2012 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,90,2,0,10,90,0,2.5,2,below threshold,,50m x 50m grid cell,,-80.93431068,25.41964155
AA30047,2/16/2012 0:00,helicopter,MFGcTD,Tall Sawgrass Marsh-Dense,100,2,0,5,95,0,2,2,MFGtS,,50m x 50m grid cell,,-80.92336555,25.43047293
AA30055,2/16/2012 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,100,1,0,0,100,0,0,1,MFGtS,,50m x 50m grid cell,,-80.92932662,25.44040953
AA30053,2/16/2012 0:00,helicopter,MFGcSD,Short Sawgrass Marsh-Dense,95,1,0,0,100,0,0,1,none,,50m x 50m grid cell,,-80.86866056,25.4385617
AA30020,2/17/2012 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,100,15,50,50,0,15,4,0,none,,50m x 50m grid cell,,-81.0998615,25.40156114
AA30033,2/17/2012 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,100,20,80,20,0,20,4,0,none,,50m x 50m grid cell,,-81.12423238,25.41328232
AA30030,2/17/2012 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,95,20,90,10,0,20,4,0,none,,50m x 50m grid cell,,-81.13268224,25.41146882
AA30038,2/17/2012 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,100,18,90,10,0,18,3,0,none,,50m x 50m grid cell,,-81.13418171,25.41869192
AA30035,2/17/2012 0:00,helicopter,FMr,Red Mangrove Forest,100,20,80,20,0,20,4,0,none,,50m x 50m grid cell,,-81.14362349,25.41461924
AA30018,2/17/2012 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,100,18,90,10,0,18,4,0,none,,50m x 50m grid cell,,-81.13863422,25.39927205
AA30013,2/17/2012 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,100,18,85,15,0,18,4,0,none,,50m x 50m grid cell,,-81.1421087,25.39475344
AA30010,2/17/2012 0:00,helicopter,FMXal,Black Mangrove-White Mangrove Forest,100,20,85,10,5,20,4,1,none,,50m x 50m grid cell,No photo taken.,-81.10532002,25.39026908
AA30115,2/17/2012 0:00,helicopter,ONW,Water,20,15,100,0,0,15,0,0,none,,50m x 50m grid cell,Found 80perc ONWo. Classified ONWo but recorded vegetation data for land.,-81.09636374,25.37898695
AA30113,2/17/2012 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,100,20,90,10,0,20,4,0,none,,50m x 50m grid cell,,-81.08095349,25.37538398
AA30110,2/17/2012 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,100,20,95,5,0,20,4,0,none,,50m x 50m grid cell,,-81.08144687,25.36996533
AA30105,2/17/2012 0:00,helicopter,SMl,White Mangrove Shrubland,80,3,20,60,20,8,3,1,none,,50m x 50m grid cell,Many dead shrubs. SMl if including dead shrubs,-81.04118863,25.36411219
AA30098,2/17/2012 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,100,20,95,5,0,20,2,0,none,,50m x 50m grid cell,,-81.05311228,25.35598078
AA30095,2/17/2012 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,100,20,100,0,0,20,0,0,none,,50m x 50m grid cell,FMr acceptable.,-81.05708542,25.35101243
AA30092,2/17/2012 0:00,helicopter,ONW,Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,Found 90perc ONWo. Land has 10m tall rhiman aviger.,-81.08292151,25.34603329
AA30101,2/17/2012 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,90,20,95,5,0,20,4,0,none,,50m x 50m grid cell,,-81.10927182,25.3627228
AA30100,2/17/2012 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,80,20,90,10,0,20,4,0,none,,50m x 50m grid cell,No photo of datasheet taken.,-81.1147337,25.35775179
AA30204,3/9/2012 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,90,12,80,10,10,12,3,1,none,,50m x 50m grid cell,,-80.97265605,25.14602205
AA30198,3/9/2012 0:00,helicopter,FMc,Buttonwood Forest,80,12,75,20,5,12,2,1,none,,50m x 50m grid cell,,-80.97265796,25.13744268
AA30200,3/9/2012 0:00,helicopter,FMc,Buttonwood Forest,80,10,70,20,10,10,3,1,none,,50m x 50m grid cell,,-80.97960215,25.14015308
AA30193,3/9/2012 0:00,helicopter,MSSb,Saltwort Marsh,100,12,0,5,95,0,2,1,none,,50m x 50m grid cell,,-81.00093247,25.12525344
AA30197,3/9/2012 0:00,helicopter,FMr,Red Mangrove Forest,90,8,80,20,0,8,3,0,none,,50m x 50m grid cell,,-81.0093651,25.13428408
AA30195,3/9/2012 0:00,helicopter,FMa,Black Mangrove Forest,100,6,80,20,0,6,3,0,none,,50m x 50m grid cell,,-81.02325351,25.13157328
AA30196,3/9/2012 0:00,helicopter,MSO,Open Salt Marsh,20,1,0,0,100,0,0,1,none,,50m x 50m grid cell,Vegetation cover at the cusp of cutoff perc. Mud flat.,-81.03962267,25.13292444
AA30199,3/9/2012 0:00,helicopter,ONW,Water,0,NA,0,0,0,0,0,0,none,,50m x 50m grid cell,Teeming with fish.,-81.03515998,25.13834412
AA30202,3/9/2012 0:00,helicopter,ONT,Tidal Flat,25,8,30,50,20,8,3,1,none,,50m x 50m grid cell,Found 75perc ONT. Classified ONT but recorded vegetation data for land.,-81.0252401,25.1437647
AA30205,3/9/2012 0:00,helicopter,ONT,Tidal Flat,10,4,0,40,60,0,4,1,none,,50m x 50m grid cell,Found 90perc ONT. Classified ONT but recorded vegetation data for land.,-81.0227605,25.14782901
AA30208,3/9/2012 0:00,helicopter,ONW,Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,,-81.01631232,25.15505459
AA30210,3/9/2012 0:00,helicopter,FMr,Red Mangrove Forest,100,7,70,20,10,7,3,1,none,,50m x 50m grid cell,Found 60perc mudflat. 40perc vegetation. TF acceptable.,-81.01780133,25.15956987
AA30214,3/9/2012 0:00,helicopter,FMr,Red Mangrove Forest,100,10,65,35,0,10,3,0,none,,50m x 50m grid cell,Found 25perc ONWo.,-81.0143287,25.16227951
AA30212,3/9/2012 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,70,10,65,25,10,10,3,1,none,,50m x 50m grid cell,Found 46perc tree cover. Borderline FMXar.,-80.97810931,25.16634249
AA30222,3/9/2012 0:00,helicopter,FMXar,Black Mangrove-Red Mangrove Forest,100,10,80,20,0,10,3,0,none,,50m x 50m grid cell,FMr acceptable.,-80.98108538,25.17221297
AA30218,3/9/2012 0:00,helicopter,SMr,Red Mangrove Shrubland,100,4,0,100,0,0,4,0,none,,50m x 50m grid cell,,-80.99994046,25.1672472
AA30223,3/9/2012 0:00,helicopter,FMr,Red Mangrove Forest,90,7,80,20,0,7,3,0,none,,50m x 50m grid cell,,-81.00738328,25.17266554
AA30221,3/9/2012 0:00,helicopter,FMr,Red Mangrove Forest,100,7,50,50,0,7,4,0,none,,50m x 50m grid cell,FMr acceptable.,-81.03070378,25.17130791
AA30229,3/9/2012 0:00,helicopter,FMr,Red Mangrove Forest,70,10,75,25,0,10,3,0,none,,50m x 50m grid cell,Found 30perc ONWo.,-81.01929336,25.18259843
AA30178,3/1/2012 0:00,helicopter,SMXcr,Buttonwood-Red Mangrove Shrubland,70,3,5,90,5,5,3,1,none,,50m x 50m grid cell,,-81.10075025,25.27422807
AA30231,3/9/2012 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,100,11,80,20,0,11,4,0,none,,50m x 50m grid cell,,-81.00291793,25.1871151
AA30243,3/9/2012 0:00,helicopter,MFGX,Mixed Graminoid Freshwater Marsh,85,2,0,5,95,0,2,2,below threshold,,50m x 50m grid cell,May have been burned.,-81.03865139,25.19885019
AA30246,3/9/2012 0:00,helicopter,MFGcSS,Short Sawgrass Marsh-Sparse,90,3,0,30,70,0,3,2,below threshold,,50m x 50m grid cell,Schinus cover 2.7 %. Datasheet photo taken after site photos.,-81.03368957,25.20291528
AA30242,3/9/2012 0:00,helicopter,ONW,Water,0,0,0,0,0,0,0,0,none,,50m x 50m grid cell,,-81.02326619,25.19840187
AA30239,3/9/2012 0:00,helicopter,CMXclGn,Buttonwood-White Mangrove Scrub-Cordgrass Marsh,85,2,0,65,35,0,2,2,none,,50m x 50m grid cell,,-81.0053996,25.19704897
AA30244,3/9/2012 0:00,helicopter,CMcGc,Buttonwood Scrub-Sawgrass Marsh,90,3,0,70,30,0,3,1,none,,50m x 50m grid cell,,-80.97909601,25.1993053
AA30123,3/9/2012 0:00,helicopter,SMXcr,Buttonwood-Red Mangrove Shrubland,100,3,40,55,5,6,3,2,none,,50m x 50m grid cell,,-80.98207207,25.21104579
AA30118,3/9/2012 0:00,helicopter,SMXcr,Buttonwood-Red Mangrove Shrubland,95,3,5,70,25,0,3,1,none,,50m x 50m grid cell,Lygmic cover 3.5%,-80.99348819,25.20698286
AA30124,3/9/2012 0:00,helicopter,FMXX,Mixed Mangrove Forest-Mixed,100,12,60,35,5,12,3,2,none,EsS,50m x 50m grid cell,Schinus 25% cover,-81.01780881,25.2110458
AA30127,3/9/2012 0:00,helicopter,CMrGn,Red Mangrove Scrub-Cordgrass Marsh,70,3,0,60,40,0,3,2,below threshold,,50m x 50m grid cell,,-81.02624714,25.21330226
AA30134,3/9/2012 0:00,helicopter,SMXcr,Buttonwood-Red Mangrove Shrubland,100,3,0,90,10,0,3,2,none,,50m x 50m grid cell,,-81.01036469,25.22323813
